Bandit,Reward,Algorithm
1,1.7048221617376662,EpsilonGreedyBandit
1,3.615261247381085,EpsilonGreedyBandit
1,1.978496783729855,EpsilonGreedyBandit
3,5.061389394704976,EpsilonGreedyBandit
1,3.4313787080875118,EpsilonGreedyBandit
1,2.182170954396245,EpsilonGreedyBandit
0,1.0158972315532042,EpsilonGreedyBandit
1,0.09632582686111535,EpsilonGreedyBandit
0,2.3129581608558274,EpsilonGreedyBandit
1,1.868324870595219,EpsilonGreedyBandit
3,3.603231336591919,EpsilonGreedyBandit
0,3.0129532060245388,EpsilonGreedyBandit
2,3.0165678715114987,EpsilonGreedyBandit
2,3.5266686603958184,EpsilonGreedyBandit
0,2.1101786010226773,EpsilonGreedyBandit
2,2.996433608340491,EpsilonGreedyBandit
3,4.494011703648963,EpsilonGreedyBandit
1,3.8349504775317893,EpsilonGreedyBandit
1,0.030062204237481405,EpsilonGreedyBandit
3,3.743013267325331,EpsilonGreedyBandit
3,3.1714421574349623,EpsilonGreedyBandit
1,1.777960090267145,EpsilonGreedyBandit
3,4.411745313375209,EpsilonGreedyBandit
2,2.7398668787421645,EpsilonGreedyBandit
1,-1.3412828222226252,EpsilonGreedyBandit
1,1.558617641083794,EpsilonGreedyBandit
1,0.5440681402951986,EpsilonGreedyBandit
2,1.5368124532260425,EpsilonGreedyBandit
2,4.52363452170105,EpsilonGreedyBandit
3,5.121245509370435,EpsilonGreedyBandit
1,2.2898183153682212,EpsilonGreedyBandit
2,5.252156972738177,EpsilonGreedyBandit
1,1.0440983430031539,EpsilonGreedyBandit
3,2.5473247313593927,EpsilonGreedyBandit
3,3.5066296581414824,EpsilonGreedyBandit
3,5.345965628265336,EpsilonGreedyBandit
2,1.6311924551899808,EpsilonGreedyBandit
1,2.896943938460598,EpsilonGreedyBandit
3,4.973058294603386,EpsilonGreedyBandit
3,2.391200501521311,EpsilonGreedyBandit
0,1.3039218676203277,EpsilonGreedyBandit
1,1.2336614469081475,EpsilonGreedyBandit
1,2.957620396006959,EpsilonGreedyBandit
0,1.2245051195784986,EpsilonGreedyBandit
1,3.122040186170664,EpsilonGreedyBandit
2,4.402173332023374,EpsilonGreedyBandit
2,2.792285679243019,EpsilonGreedyBandit
3,3.1325775736530623,EpsilonGreedyBandit
0,2.1193157002990075,EpsilonGreedyBandit
2,2.3105618725158816,EpsilonGreedyBandit
0,2.2942773086476747,EpsilonGreedyBandit
0,0.19758914697438068,EpsilonGreedyBandit
1,1.1477417269050991,EpsilonGreedyBandit
0,0.9095625743796377,EpsilonGreedyBandit
0,-0.23576556474954158,EpsilonGreedyBandit
0,-0.39565162303127654,EpsilonGreedyBandit
1,2.4947064705504944,EpsilonGreedyBandit
2,2.987184382986362,EpsilonGreedyBandit
0,-0.06221217747751484,EpsilonGreedyBandit
0,2.648454222255154,EpsilonGreedyBandit
0,1.4254907303217406,EpsilonGreedyBandit
2,3.1348272506883177,EpsilonGreedyBandit
2,3.9208879862806825,EpsilonGreedyBandit
2,1.485955061308019,EpsilonGreedyBandit
2,2.8646836312048998,EpsilonGreedyBandit
2,3.0353203158274087,EpsilonGreedyBandit
2,1.9324484601196847,EpsilonGreedyBandit
1,1.3204709838305426,EpsilonGreedyBandit
0,1.5682358237392475,EpsilonGreedyBandit
3,3.9191160923728923,EpsilonGreedyBandit
0,0.2026899631092295,EpsilonGreedyBandit
3,3.854773933335786,EpsilonGreedyBandit
3,4.931102481772302,EpsilonGreedyBandit
1,3.06311869233407,EpsilonGreedyBandit
2,4.672384450017928,EpsilonGreedyBandit
0,0.9777424436383124,EpsilonGreedyBandit
0,0.5909107842805175,EpsilonGreedyBandit
0,0.5251609278105597,EpsilonGreedyBandit
2,2.6861613391365076,EpsilonGreedyBandit
0,2.211054431642881,EpsilonGreedyBandit
3,5.8485346076526,EpsilonGreedyBandit
0,1.249770963335564,EpsilonGreedyBandit
0,2.429590157617044,EpsilonGreedyBandit
2,2.8248337667080667,EpsilonGreedyBandit
3,3.3647455257775896,EpsilonGreedyBandit
2,1.937650255087986,EpsilonGreedyBandit
0,2.1089400009735098,EpsilonGreedyBandit
2,2.2561613064827215,EpsilonGreedyBandit
0,0.981187350383206,EpsilonGreedyBandit
1,1.56790123829649,EpsilonGreedyBandit
1,1.8644550251204433,EpsilonGreedyBandit
1,3.2400063529884155,EpsilonGreedyBandit
